IsRamadan,n,mean,median,std,uplift_vs_base_%,Feature,RevenueCenter,IsEid,IsPreRamadan,IsPostRamadan,IsLast10Ramadan,IsDSF,IsSummerEvent,IsWorldCup,IsNationalDay,IsNewYear,IsMarathon,IsGITEX,IsFilmFestival,IsAirshow,IsArtDubai,IsFoodFestival,IsPreEvent,IsPostEvent,TourismIntensity,RevenueImpact,IslamicPeriod
,3,26750.0,30250.0,15303.185942802891,299.7459968131219,IslamicPeriod,RevenueCenter_8,,,,,,,,,,,,,,,,,,,,Flag-Day
,84,1693.9238095238095,411.0,7203.762411622204,255.7275170179409,IslamicPeriod,RevenueCenter_6,,,,,,,,,,,,,,,,,,,,Pre-Ramadan-Early
,126,1526.6000000000001,385.5,6277.254259323897,220.58916961102878,IsPreRamadan,RevenueCenter_6,,1.0,,,,,,,,,,,,,,,,,,
,507,0.00019723865877712034,0.0,0.004441155916843275,187.57396449704143,IslamicPeriod,RevenueCenter_4,,,,,,,,,,,,,,,,,,,,Normal
,12,125.66666666666667,40.0,143.84039977023355,182.28823221273842,IslamicPeriod,RevenueCenter_7,,,,,,,,,,,,,,,,,,,,Pre-Dubai-Marathon
,18,1300.138888888889,263.5,4124.791758756383,173.03186608665956,IslamicPeriod,RevenueCenter_6,,,,,,,,,,,,,,,,,,,,Pre-Dubai-Food-Festival
,3,1205.1666666666667,1026.0,472.9282010340823,153.0875022334326,IslamicPeriod,RevenueCenter_6,,,,,,,,,,,,,,,,,,,,Pre-UAE-National-Day
,3,1205.1666666666667,1026.0,472.9282010340823,153.0875022334326,IsNationalDay,RevenueCenter_6,,,,,,,,1.0,,,,,,,,,,,,
,42,1191.952380952381,307.0,3861.0525906070247,150.31247479720454,IslamicPeriod,RevenueCenter_6,,,,,,,,,,,,,,,,,,,,Pre-Ramadan-Late
,18,1132.6944444444443,347.75,2427.6637410026715,149.53026523661768,IslamicPeriod,RevenueCenter_2,,,,,,,,,,,,,,,,,,,,Pre-Dubai-Food-Festival
,42,15838.095238095239,925.0,29454.86147609719,136.6809408812539,IslamicPeriod,RevenueCenter_8,,,,,,,,,,,,,,,,,,,,Pre-Ramadan-Late
,15,1115.5666666666666,454.0,2531.7875592628416,134.271316200976,IslamicPeriod,RevenueCenter_6,,,,,,,,,,,,,,,,,,,,Dubai-Airshow
,258,1096.459496124031,307.0,4717.431307997812,130.2587707156623,IsPreEvent,RevenueCenter_6,,,,,,,,,,,,,,,,1.0,,,,
,126,14870.039682539682,0.0,27916.48995483516,122.21453590831794,IsPreRamadan,RevenueCenter_8,,1.0,,,,,,,,,,,,,,,,,,
,6,98.66666666666667,11.0,153.81894118302424,121.63744492034635,IslamicPeriod,RevenueCenter_7,,,,,,,,,,,,,,,,,,,,New-Year-Celebrations
,84,14386.011904761905,0.0,27283.897605401344,114.98133342184997,IslamicPeriod,RevenueCenter_8,,,,,,,,,,,,,,,,,,,,Pre-Ramadan-Early
,12,2996.133333333333,1431.7,3290.6223126093378,103.39964640731662,IslamicPeriod,RevenueCenter_1,,,,,,,,,,,,,,,,,,,,Post-New-Year-Celebrations
,18,2975.0722222222225,1436.7,3063.091105173787,101.96986272403201,IsNewYear,RevenueCenter_1,,,,,,,,,1.0,,,,,,,,,,,
,42,949.4464285714286,348.0,3236.0453854032044,99.38572129298522,IslamicPeriod,RevenueCenter_6,,,,,,,,,,,,,,,,,,,,Pre-DSF
,6,2932.9500000000003,1436.7,2841.7193821698866,99.11029535746275,IslamicPeriod,RevenueCenter_1,,,,,,,,,,,,,,,,,,,,New-Year-Celebrations
,6,13276.666666666666,8090.0,15911.502338455242,98.4035271410174,IslamicPeriod,RevenueCenter_8,,,,,,,,,,,,,,,,,,,,Pre-Flag-Day
,30,87.6,0.0,123.37819625178848,96.77810988198316,IsMarathon,RevenueCenter_7,,,,,,,,,,1.0,,,,,,,,,,
,6,910.8333333333334,922.0,667.9019139564332,91.2768911223495,IslamicPeriod,RevenueCenter_6,,,,,,,,,,,,,,,,,,,,New-Year-Celebrations
,39,891.7564102564103,349.0,2799.6989778785396,87.2706976676369,IsFoodFestival,RevenueCenter_6,,,,,,,,,,,,,,,1.0,,,,,
,42,242.61904761904762,140.0,329.11788623982943,84.27723037537581,IslamicPeriod,RevenueCenter_9,,,,,,,,,,,,,,,,,,,,Pre-Ramadan-Late
,42,7897.6654761904765,2265.0,14234.066564225968,75.17488352399502,IslamicPeriod,RevenueCenter_3,,,,,,,,,,,,,,,,,,,,Pre-Ramadan-Late
,39,767.7307692307693,353.0,1674.33474945689,69.12951539232385,IsFoodFestival,RevenueCenter_2,,,,,,,,,,,,,,,1.0,,,,,
,42,750.4642857142857,552.0,695.7415888456557,65.3257444524169,IslamicPeriod,RevenueCenter_2,,,,,,,,,,,,,,,,,,,,Pre-Ramadan-Late
,12,2428.766666666667,1626.25,1838.493628605833,64.88260909812995,IslamicPeriod,RevenueCenter_1,,,,,,,,,,,,,,,,,,,,Pre-Dubai-Marathon
,126,7368.9440476190475,2113.0,11249.270837613622,63.44753004898863,IsPreRamadan,RevenueCenter_3,,1.0,,,,,,,,,,,,,,,,,,
,12,14019.883333333333,14773.6,11529.117665035881,60.80697335784212,IslamicPeriod,RevenueCenter_5,,,,,,,,,,,,,,,,,,,,Pre-Dubai-Marathon
,258,10757.257751937985,0.0,21622.52489072984,60.75404572052834,IsPreEvent,RevenueCenter_8,,,,,,,,,,,,,,,,1.0,,,,
,9,720.8333333333334,365.0,1253.9375981283918,58.798106356284904,IslamicPeriod,RevenueCenter_2,,,,,,,,,,,,,,,,,,,,Post-Dubai-Airshow
,6,70.66666666666667,0.0,119.5636511096356,58.740332172680496,IslamicPeriod,RevenueCenter_7,,,,,,,,,,,,,,,,,,,,Dubai-Marathon
,84,7104.583333333333,2113.0,9501.867722622372,57.58385331148544,IslamicPeriod,RevenueCenter_3,,,,,,,,,,,,,,,,,,,,Pre-Ramadan-Early
,126,207.4404761904762,102.5,279.92042874461924,57.55793617717977,IsPreRamadan,RevenueCenter_9,,1.0,,,,,,,,,,,,,,,,,,
,6,10504.166666666666,0.0,16397.381015475203,56.97190934047981,IslamicPeriod,RevenueCenter_8,,,,,,,,,,,,,,,,,,,,Post-Flag-Day
,15,10292.0,0.0,17343.28048141824,53.80133828787481,IslamicPeriod,RevenueCenter_8,,,,,,,,,,,,,,,,,,,,Pre-Dubai-Airshow
,6,2262.9500000000003,1692.4,2071.993901294113,53.625749801111624,IslamicPeriod,RevenueCenter_1,,,,,,,,,,,,,,,,,,,,Dubai-Marathon
,12,684.125,476.5,709.2284580315558,50.711335737794315,IslamicPeriod,RevenueCenter_2,,,,,,,,,,,,,,,,,,,,Post-Dubai-Marathon
,84,67.0,32.0,86.58473111727379,50.503805503343294,IslamicPeriod,RevenueCenter_7,,,,,,,,,,,,,,,,,,,,Pre-Ramadan-Early
,39,710.9615384615385,320.0,1634.6467040819527,49.30339921444001,IsAirshow,RevenueCenter_6,,,,,,,,,,,,,1.0,,,,,,,
,981,0.00010193679918450561,0.0,0.0031927542840705083,48.62385321100917,TourismIntensity,RevenueCenter_4,,,,,,,,,,,,,,,,,,Normal,,
,18,66.05555555555556,0.0,104.27479094270002,48.38227590669584,IsNewYear,RevenueCenter_7,,,,,,,,,1.0,,,,,,,,,,,
,126,66.0,32.0,86.073085224128,48.25748004806951,IsPreRamadan,RevenueCenter_7,,1.0,,,,,,,,,,,,,,,,,,
,18,2141.117777777778,1806.5,1508.967446900872,45.354879260965106,IslamicPeriod,RevenueCenter_1,,,,,,,,,,,,,,,,,,,,Pre-Dubai-Food-Festival
,18,64.5,18.0,97.99594829559506,44.887991865158845,IslamicPeriod,RevenueCenter_7,,,,,,,,,,,,,,,,,,,,Pre-Dubai-Food-Festival
,84,189.85119047619048,95.0,252.1092799456424,44.198289078081736,IslamicPeriod,RevenueCenter_9,,,,,,,,,,,,,,,,,,,,Pre-Ramadan-Early
,21,189.28571428571428,205.0,185.5416780287229,43.76879111719702,IslamicPeriod,RevenueCenter_9,,,,,,,,,,,,,,,,,,,,Dubai-Food-Festival
,42,64.0,23.5,86.0481997657524,43.76482913752195,IslamicPeriod,RevenueCenter_7,,,,,,,,,,,,,,,,,,,,Pre-Ramadan-Late
,30,2100.8733333333334,1471.75,1660.1306882360159,42.6227893106317,IsMarathon,RevenueCenter_1,,,,,,,,,,1.0,,,,,,,,,,
,84,2095.2571428571428,1755.75,1952.5440951956257,42.24152084560567,IslamicPeriod,RevenueCenter_1,,,,,,,,,,,,,,,,,,,,Pre-Ramadan-Early
,99,677.0277777777778,316.0,2130.1246215486235,42.17723901570675,TourismIntensity,RevenueCenter_6,,,,,,,,,,,,,,,,,,High,,
,15,9484.666666666666,0.0,12236.386672932653,41.73673013483578,IslamicPeriod,RevenueCenter_8,,,,,,,,,,,,,,,,,,,,Dubai-Airshow
0.0,1029,9.718172983479106e-05,0.0,0.0031173984319427515,41.690962099125365,IsRamadan,RevenueCenter_4,,,,,,,,,,,,,,,,,,,,
,126,2076.396031746032,1503.5,1940.2306126602907,40.96108940146131,IsPreRamadan,RevenueCenter_1,,1.0,,,,,,,,,,,,,,,,,,
,21,62.0,41.0,66.18912297349165,39.27217822697439,IslamicPeriod,RevenueCenter_7,,,,,,,,,,,,,,,,,,,,Post-Summer-Event
,93,661.9435483870968,313.5,2192.1019613061508,39.00951952495561,IsDSF,RevenueCenter_6,,,,,1.0,,,,,,,,,,,,,,,
,42,2038.6738095238095,1270.5,1938.321162577897,38.40022651317254,IslamicPeriod,RevenueCenter_1,,,,,,,,,,,,,,,,,,,,Pre-Ramadan-Late
,126,626.1784920634921,467.5,534.5612275188951,37.945838770936206,IsPreRamadan,RevenueCenter_2,,1.0,,,,,,,,,,,,,,,,,,
,39,61.38461538461539,40.0,79.17888321111069,37.88982410065207,IsFoodFestival,RevenueCenter_7,,,,,,,,,,,,,,,1.0,,,,,
,84,9218.720238095239,0.0,17754.28930650912,37.76248638948345,IslamicPeriod,RevenueCenter_8,,,,,,,,,,,,,,,,,,,,Post-Ramadan-Recovery
,60,11924.827333333333,13828.66,10717.40486361271,36.77684369376831,IslamicPeriod,RevenueCenter_5,,,,,,,,,,,,,,,,,,,,Ramadan-First10Days
,12,178.33333333333334,77.5,298.0110837881807,35.450093769535314,IslamicPeriod,RevenueCenter_9,,,,,,,,,,,,,,,,,,,,Post-Dubai-Marathon
,3,1978.6666666666667,1795.0,1024.9177202748197,34.32649871766182,IslamicPeriod,RevenueCenter_1,,,,,,,,,,,,,,,,,,,,Pre-UAE-National-Day
,3,1978.6666666666667,1795.0,1024.9177202748197,34.32649871766182,IsNationalDay,RevenueCenter_1,,,,,,,,1.0,,,,,,,,,,,,
1.0,429,637.3433566433566,191.0,3455.6901578233965,33.84342818249671,IsRamadan,RevenueCenter_6,,,,,,,,,,,,,,,,,,,,
,6,5974.725000000001,1317.75,8352.582218796173,32.52292834106599,IslamicPeriod,RevenueCenter_3,,,,,,,,,,,,,,,,,,,,Pre-Commemoration-Day
,258,5960.704069767441,1888.0,8864.246794477112,32.211935829697744,IsPreEvent,RevenueCenter_3,,,,,,,,,,,,,,,,1.0,,,,
,21,58.714285714285715,41.0,61.0959432836116,31.891394588217686,IslamicPeriod,RevenueCenter_7,,,,,,,,,,,,,,,,,,,,Dubai-Food-Festival
,6,11476.166666666666,5175.5,13635.810110391925,31.630740680211726,IslamicPeriod,RevenueCenter_5,,,,,,,,,,,,,,,,,,,,New-Year-Celebrations
,15,58.266666666666666,62.0,37.801108575328975,30.885896527285606,IslamicPeriod,RevenueCenter_7,,,,,,,,,,,,,,,,,,,,Pre-Eid-Adha
,57,172.28070175438597,70.0,242.3307033776338,30.85291891951174,IslamicPeriod,RevenueCenter_9,,,,,,,,,,,,,,,,,,,,Ramadan-Middle
,57,11399.722807017542,12185.0,9315.995440159773,30.753935544983506,IslamicPeriod,RevenueCenter_5,,,,,,,,,,,,,,,,,,,,Ramadan-Middle
,171,172.06140350877192,105.0,212.24090925260268,30.686354613351448,IslamicPeriod,RevenueCenter_9,,,,,,,,,,,,,,,,,,,,Dubai-Summer-Surprises
,12,58.0,0.0,101.24318158859795,30.28687640587927,IslamicPeriod,RevenueCenter_7,,,,,,,,,,,,,,,,,,,,Post-Dubai-Marathon
,18,11329.388888888889,3541.5,13043.605695732742,29.947210964631527,IslamicPeriod,RevenueCenter_5,,,,,,,,,,,,,,,,,,,,Pre-Dubai-Food-Festival
,6,618.75,570.5,345.573110933128,29.938784682840343,IslamicPeriod,RevenueCenter_6,,,,,,,,,,,,,,,,,,,,Dubai-Marathon
,9,618.6666666666666,291.0,856.2499635036488,29.921284509819074,IslamicPeriod,RevenueCenter_6,,,,,,,,,,,,,,,,,,,,Post-Dubai-Airshow
,6,589.3333333333334,556.0,303.3741364498079,29.828925797878252,IslamicPeriod,RevenueCenter_2,,,,,,,,,,,,,,,,,,,,Dubai-Marathon
,177,11282.98734463277,12025.0,9636.750588570618,29.41498885453623,TourismIntensity,RevenueCenter_5,,,,,,,,,,,,,,,,,,Low,,
,192,170.24739583333334,105.0,208.8612167124044,29.308555493331944,IsSummerEvent,RevenueCenter_9,,,,,,1.0,,,,,,,,,,,,,,
,15,169.66666666666666,140.0,174.22754688980183,28.86747239008125,IslamicPeriod,RevenueCenter_9,,,,,,,,,,,,,,,,,,,,Pre-Eid-Adha
,39,169.35897435897436,55.0,208.61756589252107,28.633769855899466,IsFoodFestival,RevenueCenter_9,,,,,,,,,,,,,,,1.0,,,,,
1.0,429,8553.47902097902,0.0,19113.406156205703,27.821270933135896,IsRamadan,RevenueCenter_8,,,,,,,,,,,,,,,,,,,,
,39,579.7435897435897,423.0,693.736418755587,27.716324934303298,IsAirshow,RevenueCenter_2,,,,,,,,,,,,,1.0,,,,,,,
,129,11071.656976744185,11999.0,9823.650427648177,26.99104594211809,RevenueImpact,RevenueCenter_5,,,,,,,,,,,,,,,,,,,Decrease,
,258,576.1782558139535,425.0,779.2622089016236,26.93088917492196,IsPreEvent,RevenueCenter_2,,,,,,,,,,,,,,,,1.0,,,,
,258,56.35658914728682,25.0,78.8419883046992,26.59524077395646,IsPreEvent,RevenueCenter_7,,,,,,,,,,,,,,,,1.0,,,,
,3,5703.650000000001,1940.0,7861.043223866664,26.51032478189724,IslamicPeriod,RevenueCenter_3,,,,,,,,,,,,,,,,,,,,Flag-Day
,6,165.83333333333334,125.0,152.7879794573731,25.955928318399668,IslamicPeriod,RevenueCenter_9,,,,,,,,,,,,,,,,,,,,Dubai-Marathon
,39,8424.038461538461,0.0,13448.171339385954,25.886940261673665,IsAirshow,RevenueCenter_8,,,,,,,,,,,,,1.0,,,,,,,
,18,596.1944444444445,439.0,539.8184645537817,25.20207118508652,IsNewYear,RevenueCenter_6,,,,,,,,,1.0,,,,,,,,,,,
,129,164.7674418604651,70.0,239.03848773615104,25.146348318690414,RevenueImpact,RevenueCenter_9,,,,,,,,,,,,,,,,,,,Decrease,
,60,164.33333333333334,62.5,249.97197583042177,24.81662846426339,IslamicPeriod,RevenueCenter_9,,,,,,,,,,,,,,,,,,,,Ramadan-First10Days
,84,564.0355952380952,454.87,423.69564780857803,24.25588593019584,IslamicPeriod,RevenueCenter_2,,,,,,,,,,,,,,,,,,,,Pre-Ramadan-Early
,39,1825.0953846153845,1214.0,1354.5189361965301,23.90094651675318,IsFoodFestival,RevenueCenter_1,,,,,,,,,,,,,,,1.0,,,,,
,30,10793.828333333333,6585.8,11266.163700118885,23.804372972251652,IsMarathon,RevenueCenter_5,,,,,,,,,,1.0,,,,,,,,,,
,15,556.6333333333333,409.0,551.2933645614863,22.625182799704117,IslamicPeriod,RevenueCenter_2,,,,,,,,,,,,,,,,,,,,Dubai-Airshow
,258,1798.3847674418605,1279.5,1636.238597490729,22.087632660533167,IsPreEvent,RevenueCenter_1,,,,,,,,,,,,,,,,1.0,,,,
,84,10642.529047619048,4874.0,10651.446724944308,22.068981911680467,IslamicPeriod,RevenueCenter_5,,,,,,,,,,,,,,,,,,,,Pre-Ramadan-Early
,18,10611.305555555555,3953.5,12314.801597526366,21.71085088184121,IsNewYear,RevenueCenter_5,,,,,,,,,1.0,,,,,,,,,,,
,1200,8.333333333333334e-05,0.0,0.002886751345948133,21.50000000000001,IsPreEvent,RevenueCenter_4,,,,,,,,,,,,,,,,0.0,,,,
,6,577.8333333333334,414.0,554.1344301400759,21.34619972940269,IslamicPeriod,RevenueCenter_6,,,,,,,,,,,,,,,,,,,,Pre-Flag-Day
,18,5467.230555555555,2508.375,6249.552606766882,21.266401907698697,IslamicPeriod,RevenueCenter_3,,,,,,,,,,,,,,,,,,,,Pre-Dubai-Food-Festival
,60,10530.248666666668,10580.5,8875.862975180185,20.781134659379198,IslamicPeriod,RevenueCenter_5,,,,,,,,,,,,,,,,,,,,Ramadan-Last10Days
,60,10530.248666666668,10580.5,8875.862975180185,20.781134659379198,IsLast10Ramadan,RevenueCenter_5,,,,1.0,,,,,,,,,,,,,,,,
,57,53.64912280701754,25.0,72.41262992345379,20.51339021451264,RevenueImpact,RevenueCenter_7,,,,,,,,,,,,,,,,,,,Boost,
,21,8033.0952380952385,4140.0,10392.362878117576,20.044772465313063,IslamicPeriod,RevenueCenter_8,,,,,,,,,,,,,,,,,,,,Dubai-Food-Festival
,30,542.8166666666667,394.5,527.5781439640062,19.58139944318713,IsMarathon,RevenueCenter_2,,,,,,,,,,1.0,,,,,,,,,,
1.0,429,157.05710955710956,70.0,231.27309609753945,19.290094672986935,IsRamadan,RevenueCenter_9,,,,,,,,,,,,,,,,,,,,
,126,10385.098333333333,5218.0,10168.777962372531,19.116271605225243,IsPreRamadan,RevenueCenter_5,,1.0,,,,,,,,,,,,,,,,,,
,6,1743.5,1264.0,1631.3737462641723,18.361649518654,IslamicPeriod,RevenueCenter_1,,,,,,,,,,,,,,,,,,,,Pre-Flag-Day
,201,155.8084577114428,80.0,204.2275064189676,18.341702095896846,TourismIntensity,RevenueCenter_9,,,,,,,,,,,,,,,,,,Medium,,
,21,155.47619047619048,105.0,182.89276066799883,18.089334087458695,IslamicPeriod,RevenueCenter_9,,,,,,,,,,,,,,,,,,,,Post-Summer-Event
,981,7895.815494393476,0.0,15910.30374112325,17.993294783507043,TourismIntensity,RevenueCenter_8,,,,,,,,,,,,,,,,,,Normal,,
,39,7890.128205128205,2800.0,10375.641609024495,17.908305209058064,IsFoodFestival,RevenueCenter_8,,,,,,,,,,,,,,,1.0,,,,,
,1242,8.051529790660226e-05,0.0,0.002837521769195833,17.391304347826086,IsPostEvent,RevenueCenter_4,,,,,,,,,,,,,,,,,0.0,,,
,12,10178.875,3288.25,12216.662626632306,16.75090598265596,IslamicPeriod,RevenueCenter_5,,,,,,,,,,,,,,,,,,,,Post-New-Year-Celebrations
,18,7723.333333333333,1400.0,10654.729825155533,15.415760076760568,IslamicPeriod,RevenueCenter_8,,,,,,,,,,,,,,,,,,,,Pre-Dubai-Food-Festival
,12,1698.2916666666667,1510.5,1057.885851771725,15.29257414995743,IslamicPeriod,RevenueCenter_1,,,,,,,,,,,,,,,,,,,,Eid-Adha
,1266,7.898894154818326e-05,0.0,0.002810497136596719,15.165876777251189,IsSummerEvent,RevenueCenter_4,,,,,,0.0,,,,,,,,,,,,,,
,12,1691.9416666666666,1471.75,1272.9371779530802,14.861489277893494,IslamicPeriod,RevenueCenter_1,,,,,,,,,,,,,,,,,,,,Post-Dubai-Marathon
,1272,7.861635220125787e-05,0.0,0.002803860770460227,14.62264150943397,RevenueImpact,RevenueCenter_4,,,,,,,,,,,,,,,,,,,Neutral,
,84,50.845238095238095,24.5,101.19187238751947,14.21495261278948,IslamicPeriod,RevenueCenter_7,,,,,,,,,,,,,,,,,,,,Post-Ramadan-Recovery
,15,518.2,519.0,294.04430849302776,14.158398215713538,IslamicPeriod,RevenueCenter_2,,,,,,,,,,,,,,,,,,,,Pre-Dubai-Airshow
,981,542.2649337410805,280.0,2374.4615796412813,13.876761965958707,TourismIntensity,RevenueCenter_6,,,,,,,,,,,,,,,,,,Normal,,
,21,541.7142857142857,404.0,390.15601275094343,13.76112473704601,IslamicPeriod,RevenueCenter_6,,,,,,,,,,,,,,,,,,,,Dubai-Food-Festival
,126,50.507936507936506,26.0,90.3015168007046,13.457263471129671,IsPostRamadan,RevenueCenter_7,,,1.0,,,,,,,,,,,,,,,,,
,84,149.16666666666666,70.0,217.0278885711942,13.297041050218784,IslamicPeriod,RevenueCenter_9,,,,,,,,,,,,,,,,,,,,Post-Ramadan-Recovery
,42,9870.236904761905,5218.0,9229.03706752702,13.210850992314802,IslamicPeriod,RevenueCenter_5,,,,,,,,,,,,,,,,,,,,Pre-Ramadan-Late
,507,5098.129289940828,1644.75,6503.525687969696,13.079517896525427,IslamicPeriod,RevenueCenter_3,,,,,,,,,,,,,,,,,,,,Normal
,3,5087.5,3059.5,5951.543518281623,12.843753969458529,IsNationalDay,RevenueCenter_3,,,,,,,,1.0,,,,,,,,,,,,
,3,5087.5,3059.5,5951.543518281623,12.843753969458529,IslamicPeriod,RevenueCenter_3,,,,,,,,,,,,,,,,,,,,Pre-UAE-National-Day
,507,510.6448717948718,388.0,455.4533384999221,12.494018952471931,IslamicPeriod,RevenueCenter_2,,,,,,,,,,,,,,,,,,,,Normal
,981,5054.065902140673,1659.25,6910.1564433475505,12.10216593741357,TourismIntensity,RevenueCenter_3,,,,,,,,,,,,,,,,,,Normal,,
,42,49.833333333333336,28.0,64.27149604025126,11.941885187810067,IslamicPeriod,RevenueCenter_7,,,,,,,,,,,,,,,,,,,,Post-Ramadan-Week1
,42,7488.035714285715,0.0,12960.516489065069,11.899525262781335,IslamicPeriod,RevenueCenter_8,,,,,,,,,,,,,,,,,,,,Pre-DSF
,12,49.75,0.0,71.9673221298768,11.75469139987058,IslamicPeriod,RevenueCenter_7,,,,,,,,,,,,,,,,,,,,Post-New-Year-Celebrations
,6,5035.683333333333,1686.5,6610.414873641946,11.69442970708,IslamicPeriod,RevenueCenter_3,,,,,,,,,,,,,,,,,,,,Dubai-Marathon
,126,7463.829365079365,0.0,15356.428402094376,11.537791012586988,IsPostRamadan,RevenueCenter_8,,,1.0,,,,,,,,,,,,,,,,,
,12,5024.370833333333,1166.5,6507.224119408239,11.44351177749189,IslamicPeriod,RevenueCenter_3,,,,,,,,,,,,,,,,,,,,Post-New-Year-Celebrations
,18,146.11111111111111,22.5,236.04931909614064,10.976245051052299,IslamicPeriod,RevenueCenter_9,,,,,,,,,,,,,,,,,,,,Pre-Dubai-Food-Festival
,981,1634.3151681957186,1130.0,1528.1470061480622,10.949377195871355,TourismIntensity,RevenueCenter_1,,,,,,,,,,,,,,,,,,Normal,,
,48,49.3125,51.5,40.81361696526337,10.7719240131883,IsEid,RevenueCenter_7,1.0,,,,,,,,,,,,,,,,,,,
1.0,429,9649.85219114219,8470.4,9179.188282489951,10.683055437321755,IsRamadan,RevenueCenter_5,,,,,,,,,,,,,,,,,,,,
,18,4985.008333333333,1112.0,6513.433747631077,10.570428285477576,IsNewYear,RevenueCenter_3,,,,,,,,,1.0,,,,,,,,,,,
,507,7390.877712031558,0.0,13231.94425351388,10.447617881119303,IslamicPeriod,RevenueCenter_8,,,,,,,,,,,,,,,,,,,,Normal
,12,4964.908333333334,1806.875,6260.013516353159,10.12459841721496,IslamicPeriod,RevenueCenter_3,,,,,,,,,,,,,,,,,,,,Pre-Dubai-Marathon
,1266,7355.787914691943,0.0,15047.08011095371,9.92324382446529,IsSummerEvent,RevenueCenter_8,,,,,,0.0,,,,,,,,,,,,,,
,99,48.91919191919192,24.0,63.549382496345885,9.888426059504226,TourismIntensity,RevenueCenter_7,,,,,,,,,,,,,,,,,,High,,
,981,498.457380224261,377.0,551.4647892835582,9.80913953145989,TourismIntensity,RevenueCenter_2,,,,,,,,,,,,,,,,,,Normal,,
,1332,7.507507507507509e-05,0.0,0.0027399831217559596,9.45945945945947,IsPostRamadan,RevenueCenter_4,,,0.0,,,,,,,,,,,,,,,,,
,1332,7.507507507507509e-05,0.0,0.0027399831217559596,9.45945945945947,IsPreRamadan,RevenueCenter_4,,0.0,,,,,,,,,,,,,,,,,,
